"ALPHA3","Pathway","YEAR","Nmanure_Anim","ANIMAL","Anim_feas","NperTLU_live"
"GBR","GS_crop",2035,80831.6897603007,"chickens",1849.51211941824,43.7043309484916
"GBR","GS_crop",2040,81634.8590091706,"chickens",1867.88954868084,43.7043288061779
"GBR","GS_crop",2045,82330.0990417105,"chickens",1883.79748520563,43.7043258037494
"GBR","GS_crop",2050,82784.4579045782,"chickens",1894.19374382017,43.7043244254519
"GBR","GS_crop",2000,621708.543189309,"sheep_goats",4128.9890003,150.571615265659
"GBR","GS_crop",2005,517414.455920616,"sheep_goats",3436.33463058574,150.571615265659
"GBR","GS_crop",2010,457448.445968122,"sheep_goats",3038.07889130385,150.571615265659
"GBR","GS_crop",2015,490691.962985588,"sheep_goats",3258.86098863882,150.571615265659
"GBR","GS_crop",2020,476280.278194257,"sheep_goats",3163.14783071125,150.571615265659
"GBR","GS_crop",2025,485434.833944217,"sheep_goats",3223.94651267935,150.571615265659
"GBR","GS_crop",2030,491547.690803775,"sheep_goats",3264.54418342076,150.571615265659
"GBR","GS_crop",2035,496562.518577197,"sheep_goats",3297.84944991852,150.571615265659
"GBR","GS_crop",2040,500642.048728371,"sheep_goats",3324.94307008044,150.571615265659
"GBR","GS_crop",2045,503944.862276718,"sheep_goats",3346.87823722678,150.571615265659
"GBR","GS_crop",2050,506210.69610662,"sheep_goats",3361.92645083534,150.571615265659
"GBR","GS_crop",2000,74600.8259392295,"pigs",1634.24986,45.64836
"GBR","GS_crop",2005,55895.5037859944,"pigs",1224.47999853652,45.64836
"GBR","GS_crop",2010,51329.787671855,"pigs",1124.46071823511,45.64836
"GBR","GS_crop",2015,54540.7766315966,"pigs",1194.80254343412,45.64836
"GBR","GS_crop",2020,58177.5956684365,"pigs",1274.47285441222,45.64836
"GBR","GS_crop",2025,61855.2775169115,"pigs",1355.03833033457,45.64836
"GBR","GS_crop",2030,62758.1170339854,"pigs",1374.81646731636,45.64836
"GBR","GS_crop",2035,63500.4200354047,"pigs",1391.07779634153,45.64836
"GBR","GS_crop",2040,64131.3917847116,"pigs",1404.90023704492,45.64836
"GBR","GS_crop",2045,64677.5804616916,"pigs",1416.8653695706,45.64836
"GBR","GS_crop",2050,65034.5270577438,"pigs",1424.68485303182,45.64836
"GBR","GS_diet",2000,687166.649200948,"cattle",9946.8009993,69.0841858854226
"GBR","GS_diet",2005,664230.889126355,"cattle",9612.85286367535,69.098206177307
"GBR","GS_diet",2010,623724.626306531,"cattle",9028.28351067092,69.0856269156063
"GBR","GS_diet",2015,611888.857346179,"cattle",8857.06315518907,69.084847496847
"GBR","GS_diet",2020,589135.954758666,"cattle",8527.79760241742,69.0841858854225
"GBR","GS_diet",2025,586103.147903776,"cattle",8662.85230576629,67.6570634262857
"GBR","GS_diet",2030,516353.766733588,"cattle",7612.88756329624,67.8262699193231
"GBR","GS_diet",2035,444375.208141541,"cattle",6522.43316322215,68.1302816021521
"GBR","GS_diet",2040,371041.811945079,"cattle",5404.60758990696,68.6528680894419
"GBR","GS_diet",2045,296872.217875315,"cattle",4267.31981908402,69.5687762955246
"GBR","GS_diet",2050,221802.820302177,"cattle",3110.26498751899,71.3131585868847
"GBR","GS_diet",2000,73409.3971847186,"chickens",1676.82969258067,43.778683971024
"GBR","GS_diet",2005,73726.659852753,"chickens",1683.63480785495,43.7901732066738
"GBR","GS_diet",2010,68408.1476868794,"chickens",1562.63964749219,43.7773019497262
"GBR","GS_diet",2015,70792.2271944623,"chickens",1616.71924258659,43.7875824878546
"GBR","GS_diet",2020,76873.478324429,"chickens",1756.47317209585,43.7658141016195
"GBR","GS_diet",2025,74259.1489309213,"chickens",1674.48748976887,44.3473895055325
"GBR","GS_diet",2030,70799.1987765522,"chickens",1569.96379450632,45.0960710204246
"GBR","GS_diet",2035,67038.9820007646,"chickens",1458.0430059853,45.9787411794905
"GBR","GS_diet",2040,63061.7441515733,"chickens",1340.74337881604,47.0349099969158
"GBR","GS_diet",2045,58915.8472907609,"chickens",1219.2516873212,48.321317004042
"GBR","GS_diet",2050,54532.1367917669,"chickens",1092.3364236393,49.9224740763328
"GBR","GS_diet",2000,621708.543189309,"sheep_goats",4128.9890003,150.571615265659
"GBR","GS_diet",2005,517414.455920616,"sheep_goats",3436.33463058574,150.571615265659
"GBR","GS_diet",2010,457448.445968122,"sheep_goats",3038.07889130385,150.571615265659
"GBR","GS_diet",2015,490691.962985588,"sheep_goats",3258.86098863882,150.571615265659
"GBR","GS_diet",2020,476280.278194257,"sheep_goats",3163.14783071125,150.571615265659
"GBR","GS_diet",2025,443096.457098902,"sheep_goats",2942.76219536551,150.571615265659
"GBR","GS_diet",2030,405628.280535372,"sheep_goats",2693.9226216024,150.571615265659
"GBR","GS_diet",2035,366145.100839456,"sheep_goats",2431.70069068764,150.571615265659
"GBR","GS_diet",2040,324998.120674231,"sheep_goats",2158.4288652335,150.571615265659
"GBR","GS_diet",2045,282471.254427718,"sheep_goats",1875.99272232914,150.571615265659
"GBR","GS_diet",2050,238877.743118089,"sheep_goats",1586.47260771314,150.571615265659
"GBR","GS_diet",2000,74600.8259392295,"pigs",1634.24986,45.64836
"GBR","GS_diet",2005,55895.5037859944,"pigs",1224.47999853652,45.64836
"GBR","GS_diet",2010,51329.787671855,"pigs",1124.46071823511,45.64836
"GBR","GS_diet",2015,54540.7766315966,"pigs",1194.80254343412,45.64836
"GBR","GS_diet",2020,58177.5956684365,"pigs",1274.47285441222,45.64836
"GBR","GS_diet",2025,58396.9900420491,"pigs",1279.27903745171,45.64836
"GBR","GS_diet",2030,55740.5877689928,"pigs",1221.08631655097,45.64836
"GBR","GS_diet",2035,52849.6211348468,"pigs",1157.75508988377,45.64836
"GBR","GS_diet",2040,49789.2177385973,"pigs",1090.7120811919,45.64836
"GBR","GS_diet",2045,46597.1776735932,"pigs",1020.78536169959,45.64836
"GBR","GS_diet",2050,43218.3038296542,"pigs",946.765750832104,45.64836
"GBR","GS_foodwaste",2000,687166.649200948,"cattle",9946.8009993,69.0841858854226
"GBR","GS_foodwaste",2005,664230.889126355,"cattle",9612.85286367535,69.098206177307
"GBR","GS_foodwaste",2010,623724.626306531,"cattle",9028.28351067092,69.0856269156063
"GBR","GS_foodwaste",2015,611888.857346179,"cattle",8857.06315518907,69.084847496847
"GBR","GS_foodwaste",2020,589135.954758666,"cattle",8527.79760241742,69.0841858854225
"GBR","GS_foodwaste",2025,631751.464891061,"cattle",9339.70237987687,67.6414985398485
"GBR","GS_foodwaste",2030,610155.238510486,"cattle",9013.30555601299,67.694946622933
"GBR","GS_foodwaste",2035,607040.67338396,"cattle",8993.1526847207,67.5003188164833
"GBR","GS_foodwaste",2040,602894.22466033,"cattle",8957.26167099973,67.3078722945291
"GBR","GS_foodwaste",2045,598015.048447847,"cattle",8909.95594236415,67.1176212672911
"GBR","GS_foodwaste",2050,591489.398908587,"cattle",8837.48879356714,66.9295783819422
"GBR","GS_foodwaste",2000,73409.3971847186,"chickens",1676.82969258067,43.778683971024
"GBR","GS_foodwaste",2005,73726.659852753,"chickens",1683.63480785495,43.7901732066738
"GBR","GS_foodwaste",2010,68408.1476868794,"chickens",1562.63964749219,43.7773019497262
"GBR","GS_foodwaste",2015,70792.2271944623,"chickens",1616.71924258659,43.7875824878546
"GBR","GS_foodwaste",2020,76873.478324429,"chickens",1756.47317209585,43.7658141016195
"GBR","GS_foodwaste",2025,76495.5768755113,"chickens",1740.62814264085,43.9471102423137
"GBR","GS_foodwaste",2030,75516.2141988504,"chickens",1709.03716765261,44.1864083638234
"GBR","GS_foodwaste",2035,76005.1136545529,"chickens",1718.25664652648,44.233854010226
"GBR","GS_foodwaste",2040,76358.3294817787,"chickens",1724.3975560502,44.2811631307809
"GBR","GS_foodwaste",2045,76609.4394280107,"chickens",1728.22727469042,44.3283360643258
"GBR","GS_foodwaste",2050,76636.9537602494,"chickens",1727.01528734143,44.3753765945085
"GBR","GS_foodwaste",2000,621708.543189309,"sheep_goats",4128.9890003,150.571615265659
"GBR","GS_foodwaste",2005,517414.455920616,"sheep_goats",3436.33463058574,150.571615265659
"GBR","GS_foodwaste",2010,457448.445968122,"sheep_goats",3038.07889130385,150.571615265659
"GBR","GS_foodwaste",2015,490691.962985588,"sheep_goats",3258.86098863882,150.571615265659
"GBR","GS_foodwaste",2020,476280.278194257,"sheep_goats",3163.14783071125,150.571615265659
"GBR","GS_foodwaste",2025,467373.906452885,"sheep_goats",3103.99742759139,150.571615265659
"GBR","GS_foodwaste",2030,456336.6826627,"sheep_goats",3030.69527319322,150.571615265659
"GBR","GS_foodwaste",2035,457677.444550033,"sheep_goats",3039.59975286535,150.571615265659
"GBR","GS_foodwaste",2040,458131.453165659,"sheep_goats",3042.61498661193,150.571615265659
"GBR","GS_foodwaste",2045,457855.576247219,"sheep_goats",3040.7827892356,150.571615265659
"GBR","GS_foodwaste",2050,456681.714593794,"sheep_goats",3032.98675376534,150.571615265659
"GBR","GS_foodwaste",2000,74600.8259392295,"pigs",1634.24986,45.64836
"GBR","GS_foodwaste",2005,55895.5037859944,"pigs",1224.47999853652,45.64836
"GBR","GS_foodwaste",2010,51329.787671855,"pigs",1124.46071823511,45.64836
"GBR","GS_foodwaste",2015,54540.7766315966,"pigs",1194.80254343412,45.64836
"GBR","GS_foodwaste",2020,58177.5956684365,"pigs",1274.47285441222,45.64836
"GBR","GS_foodwaste",2025,61855.2775169115,"pigs",1355.03833033457,45.64836
"GBR","GS_foodwaste",2030,62758.1170339854,"pigs",1374.81646731636,45.64836
"GBR","GS_foodwaste",2035,63500.4200354047,"pigs",1391.07779634153,45.64836
"GBR","GS_foodwaste",2040,64131.3917847116,"pigs",1404.90023704492,45.64836
"GBR","GS_foodwaste",2045,64677.5804616916,"pigs",1416.8653695706,45.64836
"GBR","GS_foodwaste",2050,65034.5270577438,"pigs",1424.68485303182,45.64836
"GBR","GlobalSustainability",2000,687165.287028442,"cattle",9946.8009993,69.084048939634
"GBR","GlobalSustainability",2005,664230.894919582,"cattle",9612.85286367535,69.0982067799613
"GBR","GlobalSustainability",2010,624178.923887778,"cattle",9028.28351067092,69.1359462903478
"GBR","GlobalSustainability",2015,612248.790101778,"cattle",8857.06315518907,69.1254854317123
"GBR","GlobalSustainability",2020,593470.522955816,"cattle",8527.79760241742,69.5924728311542
"GBR","GlobalSustainability",2025,581218.686660622,"cattle",8254.89009949159,70.4090157052992
"GBR","GlobalSustainability",2030,510635.843870895,"cattle",6893.2321669385,74.0778536837944
"GBR","GlobalSustainability",2035,453589.15441732,"cattle",5811.80119411239,78.0462268524989
"GBR","GlobalSustainability",2040,396462.902912916,"cattle",4724.86991341104,83.9098028471849
"GBR","GlobalSustainability",2045,339678.516854251,"cattle",3639.57838167156,93.3290840952425
"GBR","GlobalSustainability",2050,282972.760785409,"cattle",2555.89484787166,110.713772525128
"GBR","GlobalSustainability",2000,73409.298037601,"chickens",1676.82969258067,43.7786248433034
"GBR","GlobalSustainability",2005,73726.6602915672,"chickens",1683.63480785495,43.7901734673088
"GBR","GlobalSustainability",2010,68408.1476868794,"chickens",1562.63964749219,43.7773019497262
